"sample_id","transcriptome_diversity","group"
"GTEX-13N2G-2226-SM-5IJCU",0.788314040213319,"arora_gtex_mskcc_colon"
"GTEX-13O1R-2426-SM-5KLZZ",0.77649518871953,"arora_gtex_mskcc_colon"
"GTEX-13O61-1526-SM-5KM3P",0.798101489071001,"arora_gtex_mskcc_colon"
"GTEX-13OVI-2126-SM-5KM3U",0.783013970487199,"arora_gtex_mskcc_colon"
"GTEX-13OVJ-1826-SM-5KM2D",0.773657882561259,"arora_gtex_mskcc_colon"
"GTEX-13OW6-2226-SM-5N9FL",0.800954958952685,"arora_gtex_mskcc_colon"
"GTEX-13OW8-2726-SM-5L3FZ",0.771234796988657,"arora_gtex_mskcc_colon"
"GTEX-13PVQ-2726-SM-5L3H7",0.788365053786497,"arora_gtex_mskcc_colon"
"GTEX-13PVR-1726-SM-5Q5EC",0.780476267461218,"arora_gtex_mskcc_colon"
"GTEX-13SLW-2826-SM-5Q5ES",0.800869582652325,"arora_gtex_mskcc_colon"
"GTEX-13U4I-2626-SM-5SI9C",0.796575206789612,"arora_gtex_mskcc_colon"
"GTEX-13VXT-2026-SM-5L3EW",0.806333171445674,"arora_gtex_mskcc_colon"
"GTEX-13X6I-2726-SM-5Q5ET",0.800988592213304,"arora_gtex_mskcc_colon"
"GTEX-13X6K-2726-SM-5O9DG",0.773701903557329,"arora_gtex_mskcc_colon"
"GTEX-145LS-2926-SM-5O99G",0.793588621842889,"arora_gtex_mskcc_colon"
"GTEX-145ME-1126-SM-5SIAT",0.808729010573789,"arora_gtex_mskcc_colon"
"GTEX-145MO-2626-SM-5QGPD",0.784839841575685,"arora_gtex_mskcc_colon"
"GTEX-146FH-2426-SM-5Q5EW",0.810061773317997,"arora_gtex_mskcc_colon"
"GTEX-147GR-2826-SM-5RQK8",0.786006363119958,"arora_gtex_mskcc_colon"
"GTEX-147JS-2626-SM-5S2UX",0.784543431692498,"arora_gtex_mskcc_colon"
"GTEX-148VJ-2426-SM-5NQ9Y",0.794742190092032,"arora_gtex_mskcc_colon"
"GTEX-14A5H-1626-SM-5SIAN",0.757636848581313,"arora_gtex_mskcc_colon"
"GTEX-14A5I-2426-SM-5Q5CP",0.792022909105208,"arora_gtex_mskcc_colon"
"GTEX-14BMU-1326-SM-5RQIH",0.79031813492734,"arora_gtex_mskcc_colon"
"GTEX-14C39-1626-SM-5S2P4",0.790956021078642,"arora_gtex_mskcc_colon"
"GTEX-WFG8-1726-SM-4LVM6",0.776976419770193,"arora_gtex_mskcc_colon"
"GTEX-WHPG-1626-SM-4M1ZL",0.793427168939392,"arora_gtex_mskcc_colon"
"GTEX-WHWD-1526-SM-4OORV",0.807129103188275,"arora_gtex_mskcc_colon"
"GTEX-WI4N-2226-SM-4OOS9",0.779855046685189,"arora_gtex_mskcc_colon"
"GTEX-WQUQ-2626-SM-4MVNP",0.802110405782886,"arora_gtex_mskcc_colon"
"GTEX-WYVS-1126-SM-4SOJX",0.802612776214946,"arora_gtex_mskcc_colon"
"GTEX-X15G-1526-SM-4PQZM",0.797243570944708,"arora_gtex_mskcc_colon"
"GTEX-X4EO-2726-SM-4E3HS",0.779082304843367,"arora_gtex_mskcc_colon"
"GTEX-XAJ8-0726-SM-47JY5",0.794101485351951,"arora_gtex_mskcc_colon"
"GTEX-XUJ4-2126-SM-4BOOX",0.770921174044614,"arora_gtex_mskcc_colon"
"GTEX-XUW1-1826-SM-4BOQD",0.80640666189602,"arora_gtex_mskcc_colon"
"GTEX-XV7Q-2226-SM-4BRVY",0.798934626594231,"arora_gtex_mskcc_colon"
"GTEX-XXEK-1826-SM-4BRVC",0.786830052852457,"arora_gtex_mskcc_colon"
"GTEX-Y114-1626-SM-4TT7I",0.789323519414524,"arora_gtex_mskcc_colon"
"GTEX-Y3I4-1126-SM-4TT7Y",0.79248952505424,"arora_gtex_mskcc_colon"
"GTEX-Y5LM-1426-SM-5RQJL",0.810304159372826,"arora_gtex_mskcc_colon"
"GTEX-YEC3-2026-SM-4WWFL",0.817645003345506,"arora_gtex_mskcc_colon"
"GTEX-YECK-2826-SM-5IFHF",0.785265838839703,"arora_gtex_mskcc_colon"
"GTEX-YF7O-1626-SM-5IFII",0.763681275080269,"arora_gtex_mskcc_colon"
"GTEX-YJ8A-1726-SM-5P9IQ",0.812775071757361,"arora_gtex_mskcc_colon"
"GTEX-Z93S-2626-SM-57WBX",0.769870355023994,"arora_gtex_mskcc_colon"
"GTEX-ZA64-1426-SM-5CVMC",0.770258743901457,"arora_gtex_mskcc_colon"
"GTEX-ZAB4-2426-SM-5HL8A",0.785216813287819,"arora_gtex_mskcc_colon"
"GTEX-ZAB5-1426-SM-5HL9D",0.798415850680966,"arora_gtex_mskcc_colon"
"GTEX-ZAJG-2626-SM-5S2NU",0.798066088902415,"arora_gtex_mskcc_colon"
"GTEX-ZDTS-2726-SM-5L3E2",0.717317077119981,"arora_gtex_mskcc_colon"
"GTEX-ZF28-2526-SM-57WFH",0.777649594680071,"arora_gtex_mskcc_colon"
"GTEX-ZG7Y-1826-SM-4WWD3",0.787069280540523,"arora_gtex_mskcc_colon"
"GTEX-ZLFU-1426-SM-4WWEU",0.775352327241971,"arora_gtex_mskcc_colon"
"GTEX-ZLV1-1326-SM-4WWER",0.784781963442781,"arora_gtex_mskcc_colon"
"GTEX-ZP4G-1526-SM-57WE5",0.785177724870107,"arora_gtex_mskcc_colon"
"GTEX-ZPIC-2626-SM-57WE2",0.779434679594609,"arora_gtex_mskcc_colon"
"GTEX-ZPU1-1726-SM-4WWFV",0.788201138882669,"arora_gtex_mskcc_colon"
"GTEX-ZQG8-2426-SM-57WEE",0.768195605055309,"arora_gtex_mskcc_colon"
"GTEX-ZT9W-1726-SM-51MS3",0.780339818361979,"arora_gtex_mskcc_colon"
"GTEX-ZTSS-1226-SM-51MSZ",0.782201506280147,"arora_gtex_mskcc_colon"
"GTEX-ZTTD-2626-SM-57WEX",0.793019621428011,"arora_gtex_mskcc_colon"
"GTEX-ZV6S-1126-SM-57WE9",0.791596133331941,"arora_gtex_mskcc_colon"
"GTEX-ZVT2-1726-SM-51MRO",0.779618808066743,"arora_gtex_mskcc_colon"
"GTEX-ZVT3-2826-SM-5GU6A",0.766338343539508,"arora_gtex_mskcc_colon"
"GTEX-ZVT4-2626-SM-5N9GJ",0.798863288042835,"arora_gtex_mskcc_colon"
"GTEX-ZY6K-1326-SM-5GZWP",0.801140966942771,"arora_gtex_mskcc_colon"
"GTEX-ZYFG-1826-SM-5GZWX",0.774149873587123,"arora_gtex_mskcc_colon"
"GTEX-ZYT6-2826-SM-5GICX",0.783622920144817,"arora_gtex_mskcc_colon"
"GTEX-ZZ64-0826-SM-5E449",0.798994469295141,"arora_gtex_mskcc_colon"
"GTEX-111CU-1426-SM-5GZYP",0.810410471416847,"arora_gtex_mskcc_colon"
"GTEX-111VG-2226-SM-5N9DU",0.802111095267206,"arora_gtex_mskcc_colon"
"GTEX-111YS-1626-SM-5GZZ9",0.797625190148222,"arora_gtex_mskcc_colon"
"GTEX-1122O-1526-SM-5N9CL",0.811292249052233,"arora_gtex_mskcc_colon"
"GTEX-1128S-1626-SM-5H12O",0.808754208292413,"arora_gtex_mskcc_colon"
"GTEX-117YW-1826-SM-5PNY5",0.784540207398106,"arora_gtex_mskcc_colon"
"GTEX-117YX-0826-SM-5H11J",0.784679335421941,"arora_gtex_mskcc_colon"
"GTEX-11DXX-1826-SM-5H126",0.801080227777976,"arora_gtex_mskcc_colon"
"GTEX-11DXZ-1726-SM-5H12M",0.824452093889193,"arora_gtex_mskcc_colon"
"GTEX-11EQ9-1426-SM-5987G",0.798635463189347,"arora_gtex_mskcc_colon"
"GTEX-11GSP-1626-SM-5986N",0.749286823089106,"arora_gtex_mskcc_colon"
"GTEX-11I78-1226-SM-5A5K6",0.81559143820945,"arora_gtex_mskcc_colon"
"GTEX-11NSD-1626-SM-5986U",0.823232421036807,"arora_gtex_mskcc_colon"
"GTEX-11O72-2226-SM-5PNW2",0.796456426489306,"arora_gtex_mskcc_colon"
"GTEX-11ONC-2026-SM-5HL61",0.792717803119015,"arora_gtex_mskcc_colon"
"GTEX-11P7K-1526-SM-5EGI7",0.825774211755198,"arora_gtex_mskcc_colon"
"GTEX-11P81-1126-SM-5GU5G",0.809849997979609,"arora_gtex_mskcc_colon"
"GTEX-11P82-1026-SM-5BC5J",0.816437539642136,"arora_gtex_mskcc_colon"
"GTEX-11TTK-2426-SM-5PNYO",0.778392966888733,"arora_gtex_mskcc_colon"
"GTEX-11TUW-2026-SM-5EQL8",0.797596232355075,"arora_gtex_mskcc_colon"
"GTEX-11ZVC-2126-SM-5EGJ1",0.766262378178896,"arora_gtex_mskcc_colon"
"GTEX-1211K-1726-SM-5FQUJ",0.822412478708381,"arora_gtex_mskcc_colon"
"GTEX-12BJ1-2126-SM-5BC5O",0.80589152066981,"arora_gtex_mskcc_colon"
"GTEX-12C56-0626-SM-5EGGC",0.813253224659649,"arora_gtex_mskcc_colon"
"GTEX-12KS4-2426-SM-5LU8P",0.821828571753393,"arora_gtex_mskcc_colon"
"GTEX-12WSJ-1526-SM-5GCNI",0.792496192225955,"arora_gtex_mskcc_colon"
"GTEX-12WSL-1626-SM-5GCMU",0.799582340582823,"arora_gtex_mskcc_colon"
"GTEX-13111-0726-SM-5DUVE",0.816021605397809,"arora_gtex_mskcc_colon"
"GTEX-131XE-0826-SM-5HL9W",0.828676033731439,"arora_gtex_mskcc_colon"
"GTEX-132AR-2726-SM-5PNVN",0.817268356714781,"arora_gtex_mskcc_colon"
"GTEX-133LE-1526-SM-5IFEN",0.823768920770491,"arora_gtex_mskcc_colon"
"GTEX-1399R-2226-SM-5P9JB",0.782685408081503,"arora_gtex_mskcc_colon"
"GTEX-1399S-1926-SM-5J2M5",0.819308647618615,"arora_gtex_mskcc_colon"
"GTEX-139T6-1326-SM-5IFFO",0.814172687561575,"arora_gtex_mskcc_colon"
"GTEX-139YR-2126-SM-5KM11",0.823897985599216,"arora_gtex_mskcc_colon"
"GTEX-13CF3-1426-SM-5K7YY",0.781217163015677,"arora_gtex_mskcc_colon"
"GTEX-13D11-0826-SM-5KLZJ",0.812785013764725,"arora_gtex_mskcc_colon"
"GTEX-13FH7-1526-SM-5J2N6",0.757264688495389,"arora_gtex_mskcc_colon"
"GTEX-13FHP-2426-SM-5KLZ5",0.798055262831915,"arora_gtex_mskcc_colon"
"GTEX-13O21-2426-SM-5MR4A",0.809706427470198,"arora_gtex_mskcc_colon"
"GTEX-13O3O-2526-SM-5L3DR",0.81615411403823,"arora_gtex_mskcc_colon"
"GTEX-13O61-1626-SM-5KM3T",0.795846321527093,"arora_gtex_mskcc_colon"
"GTEX-13OVG-1426-SM-5K7VP",0.807025420634981,"arora_gtex_mskcc_colon"
"GTEX-13OW5-2626-SM-5MR3M",0.799702468499666,"arora_gtex_mskcc_colon"
"GTEX-13PL7-2526-SM-5IFGR",0.817954682480889,"arora_gtex_mskcc_colon"
"GTEX-13QBU-1826-SM-5IJG3",0.812488332006137,"arora_gtex_mskcc_colon"
"GTEX-13S86-1626-SM-5Q5C5",0.813485585596844,"arora_gtex_mskcc_colon"
"GTEX-13U4I-2426-SM-5LU34",0.788997939396844,"arora_gtex_mskcc_colon"
"GTEX-13W3W-2126-SM-5K7UX",0.806999201450522,"arora_gtex_mskcc_colon"
"GTEX-144GM-1226-SM-5LU52",0.816167900667645,"arora_gtex_mskcc_colon"
"GTEX-145LS-2726-SM-5Q5D8",0.791363504098288,"arora_gtex_mskcc_colon"
"GTEX-145LT-0926-SM-5LU9C",0.815658312405826,"arora_gtex_mskcc_colon"
"GTEX-145ME-0826-SM-5O9AF",0.806015043705435,"arora_gtex_mskcc_colon"
"GTEX-145MN-1726-SM-5SIA6",0.816110477753586,"arora_gtex_mskcc_colon"
"GTEX-145MO-2426-SM-5NQ9W",0.791399301408417,"arora_gtex_mskcc_colon"
